,Rides lost ,latitude,longitude
3229,296,52.501,13.426
3230,266,52.531,13.405
3231,227,52.473,13.328
3232,260,52.53,13.425
3233,265,52.55,13.422
3234,249,52.538,13.406
3235,307,52.43,13.376
3236,290,52.571,13.379
3237,254,52.502,13.487
3238,343,52.502,13.348
3239,247,52.609,13.329
3240,246,52.472,13.464
3241,270,52.533,13.372
3242,261,52.466,13.442
3243,259,52.548,13.359
3244,291,52.55,13.349
3245,320,52.556,13.382
3246,265,52.491,13.386
3247,239,52.539,13.402
3248,308,52.39,13.402
3249,323,52.5,13.443
3250,314,52.52,13.416
3251,175,52.47,13.333
3252,289,52.486,13.453
3253,255,52.555,13.347
3254,240,52.567,13.362
3255,248,52.533,13.422
3256,232,52.56,13.449
3257,251,52.489,13.428
3258,309,52.499,13.424
3259,246,52.495,13.331
3260,286,52.466,13.307
3261,263,52.511,13.434
3262,260,52.505,13.297
3263,302,52.57,13.322
3264,285,52.472,13.42
3265,251,52.534,13.394
3266,256,52.414,13.402
3267,243,52.506,13.421
3268,276,52.51,13.281
3269,237,52.537,13.412
3270,306,52.516,13.41
3271,266,52.539,13.51
3272,284,52.5,13.336
3273,234,52.51,13.464
3274,239,52.524,13.35
3275,318,52.563,13.378
3276,313,52.454,13.377
3277,270,52.531,13.346
3278,214,52.49,13.4
3279,259,52.516,13.291
3280,220,52.47,13.334
3281,187,52.524,13.31
3282,332,52.47,13.428
3283,171,52.525,13.298
3284,267,52.557,13.391
3285,297,52.506,13.446
3286,223,52.517,13.294
3287,283,52.483,13.463
3288,355,52.506,13.561
3289,259,52.538,13.358
3290,288,52.555,13.344
3291,239,52.525,13.301
3292,239,52.501,13.34
3293,279,52.511,13.321
3294,293,52.421,13.481
3295,297,52.556,13.385
3296,297,52.496,13.399
3297,262,52.51,13.403
3298,350,52.54,13.206
3299,251,52.513,13.478
3300,311,52.527,13.49
3301,237,52.533,13.42
3302,255,52.522,13.449
3303,298,52.505,13.351
3304,195,52.53,13.433
3305,267,52.557,13.343
3306,249,52.46,13.335
3307,252,52.506,13.284
3308,270,52.476,13.34
3309,261,52.468,13.347
3310,239,52.535,13.351
3311,219,52.485,13.45
3312,243,52.481,13.449
3313,248,52.482,13.333
3314,300,52.496,13.363
3315,262,52.547,13.404
3316,277,52.578,13.316
3317,257,52.555,13.361
3318,292,52.503,13.429
3319,238,52.417,13.496
3320,280,52.556,13.348
3321,276,52.55,13.362
3322,266,52.476,13.431
3323,208,52.568,13.368
3324,278,52.609,13.328
3325,281,52.506,13.406
3326,241,52.523,13.332
3327,229,52.541,13.39
3328,231,52.502,13.315
3329,264,52.493,13.414
3330,252,52.507,13.301
3331,312,52.548,13.396
3332,253,52.57,13.404
3333,339,52.608,13.323
3334,221,52.567,13.317
3335,205,52.524,13.301
3336,265,52.563,13.391
3337,173,52.41,13.404
3338,225,52.47,13.328
3339,233,52.512,13.508
3340,263,52.545,13.357
3341,267,52.47,13.465
3342,238,52.491,13.293
3343,262,52.541,13.273
3344,301,52.499,13.385
3345,274,52.551,13.364
3346,286,52.51,13.457
3347,270,52.492,13.435
3348,280,52.469,13.491
3349,243,52.55,13.369
3350,253,52.48,13.32
3351,338,52.521,13.386
3352,325,52.576,13.295
3353,252,52.496,13.321
3354,229,52.517,13.416
3355,284,52.444,13.433
3356,281,52.49,13.318
3357,256,52.514,13.423
3358,257,52.527,13.303
3359,276,52.515,13.44
3360,250,52.526,13.407
3361,287,52.566,13.322
3362,245,52.485,13.366
3363,274,52.503,13.457
3364,289,52.458,13.527
3365,229,52.51,13.465
3366,239,52.5,13.331
3367,241,52.525,13.379
3368,330,52.447,13.524
3369,248,52.531,13.434
3370,286,52.505,13.467
3371,251,52.482,13.444
3372,251,52.535,13.418
3373,221,52.534,13.41
3374,264,52.513,13.46
3375,247,52.49,13.405
3376,201,52.484,13.342
3377,256,52.529,13.388
3378,265,52.52,13.302
3379,261,52.537,13.411
3380,271,52.407,13.101
3381,238,52.569,13.4
3382,203,52.466,13.339
3383,270,52.555,13.392
3384,258,52.387,13.024
3385,242,52.486,13.338
3386,253,52.517,13.446
3387,389,52.543,13.543
3388,230,52.499,13.27
3389,266,52.472,13.366
3390,287,52.386,13.426
3391,264,52.445,13.434
3392,297,52.51,13.374
3393,231,52.501,13.294
3394,246,52.461,13.367
3395,281,52.474,13.439
3396,292,52.528,13.425
3397,256,52.395,13.423
3398,259,52.45,13.346
3399,267,52.496,13.303
3400,243,52.534,13.366
3401,212,52.532,13.425
3402,241,52.497,13.382
3403,317,52.529,13.397
3404,268,52.492,13.336
3405,268,52.485,13.346
3406,358,52.498,13.36
3407,183,52.494,13.339
3408,289,52.498,13.259
3409,227,52.502,13.361
3410,226,52.474,13.314
3411,246,52.455,13.438
3412,251,52.519,13.462
3413,250,52.505,13.374
3414,251,52.496,13.435
3415,246,52.502,13.369
3416,336,52.518,13.4
3417,208,52.564,13.329
3418,215,52.512,13.317
3419,226,52.516,13.328
3420,269,52.539,13.452
3421,207,52.485,13.364
3422,273,52.482,13.423
3423,217,52.495,13.346
3424,267,52.513,13.295
3425,171,52.434,13.377
3426,283,52.552,13.431
3427,207,52.499,13.293
3428,252,52.504,13.421
3429,249,52.554,13.339
3430,230,52.489,13.401
3431,295,52.501,13.439
3432,266,52.473,13.42
3433,249,52.489,13.439
3434,199,52.525,13.466
3435,277,52.508,13.309
3436,316,52.497,13.389
3437,302,52.499,13.378
3438,238,52.563,13.365
3439,265,52.503,13.322
3440,345,52.558,13.218
3441,276,52.519,13.272
3442,204,52.426,13.482
3443,254,52.528,13.386
3444,292,52.495,13.305
3445,336,52.427,13.466
3446,311,52.554,13.41
3447,232,52.545,13.412
3448,239,52.514,13.386
3449,212,52.49,13.401
3450,270,52.439,13.343
3451,254,52.488,13.393
3452,252,52.547,13.35
3453,272,52.531,13.427
3454,236,52.512,13.459
3455,198,52.516,13.31
3456,249,52.437,13.465
3457,263,52.522,13.453
3458,236,52.516,13.305
3459,301,52.501,13.397
3460,301,52.588,13.289
3461,284,52.52,13.351
3462,150,52.482,13.38
3463,230,52.507,13.294
3464,272,52.489,13.433
3465,267,52.497,13.385
3466,281,52.526,13.335
3467,274,52.488,13.395
3468,230,52.474,13.444
3469,217,52.533,13.358
3470,200,52.52,13.447
3471,264,52.608,13.324
3472,264,52.532,13.39
3473,337,52.425,13.462
3474,189,52.495,13.311
3475,190,52.471,13.354
3476,203,52.427,13.394
3477,210,52.482,13.363
3478,230,52.506,13.312
3479,303,52.474,13.454
3480,264,52.472,13.319
3481,248,52.467,13.436
3482,250,52.543,13.417
3483,237,52.457,13.441
3484,229,52.466,13.471
3485,226,52.512,13.3
3486,249,52.533,13.396
3487,228,52.512,13.315
3488,225,52.517,13.441
3489,126,52.505,13.447
3490,261,52.5,13.397
3491,199,52.567,13.377
3492,255,52.484,13.386
3493,254,52.486,13.436
3494,248,52.501,13.497
3495,294,52.502,13.407
3496,237,52.532,13.471
3497,210,52.506,13.311
3498,259,52.564,13.378
3499,324,52.547,13.391
3500,275,52.461,13.366
3501,339,52.599,13.36
3502,219,52.519,13.296
3503,303,52.482,13.442
3504,269,52.494,13.337
3505,274,52.416,13.498
3506,346,52.535,13.195
3507,309,52.527,13.448
3508,278,52.479,13.441
3509,237,52.544,13.351
3510,248,52.556,13.343
3511,247,52.54,13.421
3512,275,52.386,13.396
3513,297,52.541,13.334
3514,265,52.464,13.339
3515,241,52.434,13.469
3516,294,52.509,13.333
3517,264,52.49,13.403
3518,203,52.536,13.423
3519,207,52.513,13.467
3520,244,52.511,13.322
3521,292,52.439,13.344
3522,239,52.434,13.39
3523,234,52.424,13.396
3524,200,52.497,13.327
3525,224,52.497,13.434
3526,258,52.52,13.299
3527,206,52.46,13.302
3528,258,52.532,13.432
3529,287,52.494,13.359
3530,266,52.466,13.487
3531,246,52.505,13.477
3532,235,52.539,13.354
3533,268,52.488,13.443
3534,268,52.436,13.345
3535,281,52.513,13.293
3536,188,52.453,13.454
3537,211,52.47,13.371
3538,234,52.448,13.403
3539,215,52.423,13.476
3540,249,52.492,13.338
3541,242,52.532,13.414
3542,247,52.507,13.3
3543,221,52.486,13.394
3544,213,52.532,13.306
3545,218,52.5,13.312
3546,260,52.511,13.485
3547,295,52.466,13.427
3548,313,52.479,13.436
3549,193,52.489,13.34
3550,245,52.486,13.374
3551,240,52.547,13.409
3552,264,52.418,13.444
3553,242,52.393,13.423
3554,232,52.496,13.366
3555,304,52.424,13.463
3556,250,52.51,13.297
3557,193,52.564,13.389
3558,211,52.571,13.333
3559,377,52.493,13.44
3560,284,52.563,13.366
3561,263,52.561,13.381
3562,249,52.526,13.305
3563,288,52.412,13.267
3564,284,52.549,13.351
3565,263,52.463,13.377
3566,258,52.533,13.385
3567,266,52.486,13.376
3568,247,52.557,13.34
3569,293,52.548,13.366
3570,272,52.503,13.35
3571,232,52.493,13.439
3572,283,52.503,13.487
3573,265,52.507,13.465
3574,255,52.489,13.415
3575,200,52.475,13.452
3576,362,52.509,13.523
3577,299,52.479,13.443
3578,224,52.494,13.348
3579,288,52.467,13.433
3580,270,52.509,13.405
3581,283,52.528,13.375
3582,245,52.486,13.364
3583,229,52.495,13.4
3584,237,52.486,13.339
3585,259,52.548,13.348
3586,228,52.496,13.359
3587,235,52.607,13.324
3588,230,52.516,13.333
3589,250,52.426,13.465
3590,298,52.515,13.395
3591,274,52.535,13.329
3592,264,52.497,13.448
3593,276,52.481,13.351
3594,277,52.51,13.364
3595,231,52.525,13.336
3596,249,52.545,13.369
3597,254,52.473,13.425
3598,220,52.494,13.322
3599,256,52.452,13.334
3600,227,52.523,13.314
3601,254,52.448,13.454
3602,239,52.505,13.295
3603,214,52.498,13.318
3604,261,52.464,13.436
3605,218,52.488,13.338
3606,296,52.52,13.48
3607,225,52.477,13.331
3608,241,52.48,13.428
3609,323,52.46,13.505
3610,155,52.531,13.333
3611,241,52.541,13.425
3612,244,52.562,13.354
3613,213,52.532,13.369
3614,298,52.581,13.345
3615,283,52.534,13.388
3616,277,52.49,13.378
3617,208,52.513,13.317
3618,342,52.552,13.359
3619,246,52.546,13.348
3620,208,52.511,13.464
3621,276,52.491,13.417
3622,349,52.508,13.434
3623,477,52.542,13.205
3624,290,52.516,13.26
3625,244,52.487,13.335
3626,197,52.514,13.468
3627,262,52.499,13.384
3628,276,52.425,13.484
3629,177,52.523,13.49
3630,219,52.535,13.381
3631,197,52.539,13.383
3632,270,52.501,13.418
3633,249,52.548,13.355
3634,261,52.478,13.431
3635,275,52.465,13.421
3636,195,52.542,13.397
3637,359,52.521,13.588
3638,261,52.403,13.071
3639,231,52.593,13.361
3640,247,52.575,13.419
3641,217,52.48,13.336
3642,293,52.452,13.452
3643,264,52.482,13.454
3644,212,52.487,13.345
3645,220,52.504,13.359
3646,212,52.459,13.305
3647,248,52.531,13.331
3648,346,52.537,13.2
3649,292,52.444,13.434
3650,221,52.495,13.352
3651,257,52.529,13.316
3652,227,52.547,13.425
3653,287,52.468,13.386
3654,236,52.537,13.375
3655,179,52.522,13.499
3656,302,52.473,13.428
3657,231,52.607,13.321
3658,255,52.417,13.436
3659,286,52.531,13.485
3660,256,52.523,13.452
3661,233,52.54,13.391
3662,224,52.493,13.425
3663,235,52.568,13.313
3664,330,52.429,13.452
3665,285,52.434,13.538
3666,229,52.566,13.377
3667,278,52.556,13.377
3668,228,52.519,13.288
3669,313,52.422,13.264
3670,246,52.492,13.285
3671,217,52.507,13.394
3672,252,52.458,13.442
3673,269,52.512,13.291
3674,270,52.483,13.309
3675,260,52.49,13.427
3676,178,52.468,13.311
3677,284,52.53,13.35
3678,303,52.386,13.399
3679,232,52.531,13.466
3680,265,52.528,13.391
3681,234,52.529,13.411
3682,264,52.472,13.481
3683,216,52.493,13.332
3684,188,52.506,13.426
3685,255,52.49,13.425
3686,293,52.551,13.408
3687,236,52.484,13.352
3688,273,52.518,13.499
3689,325,52.509,13.375
3690,390,52.474,13.42
3691,254,52.523,13.415
3692,232,52.535,13.497
3693,270,52.486,13.434
3694,258,52.468,13.385
3695,243,52.494,13.362
3696,250,52.525,13.334
3697,268,52.488,13.477
3698,342,52.592,13.351
3699,218,52.511,13.505
3700,228,52.49,13.321
3701,223,52.551,13.362
3702,71,52.495,13.472
3703,288,52.534,13.44
3704,274,52.383,13.121
3705,262,52.568,13.354
3706,205,52.48,13.371
3707,233,52.549,13.453
3708,219,52.589,13.284
3709,262,52.482,13.29
3710,243,52.459,13.527
3711,212,52.514,13.318
3712,207,52.541,13.354
3713,280,52.431,13.457
3714,237,52.536,13.451
3715,282,52.476,13.422
3716,244,52.507,13.374
3717,224,52.499,13.317
3718,266,52.429,13.26
3719,216,52.569,13.371
3720,273,52.557,13.389
3721,236,52.567,13.329
3722,277,52.559,13.448
3723,230,52.501,13.311
3724,288,52.49,13.261
3725,301,52.604,13.362
3726,365,52.55,13.393
3727,276,52.605,13.362
3728,207,52.509,13.318
3729,268,52.492,13.378
3730,233,52.504,13.472
3731,290,52.433,13.46
3732,205,52.493,13.355
3733,287,52.537,13.293
3734,246,52.532,13.395
3735,267,52.47,13.344
3736,413,52.513,13.577
3737,175,52.542,13.396
3738,223,52.468,13.34
3739,266,52.494,13.423
3740,194,52.464,13.326
3741,272,52.519,13.355
3742,257,52.49,13.396
3743,221,52.466,13.424
3744,304,52.532,13.332
3745,346,52.467,13.425
3746,263,52.439,13.342
3747,238,52.569,13.37
3748,247,52.501,13.427
3749,191,52.492,13.432
3750,266,52.563,13.364
3751,186,52.476,13.433
3752,244,52.485,13.357
3753,236,52.539,13.399
3754,231,52.534,13.351
3755,203,52.508,13.298
3756,270,52.598,13.36
3757,196,52.478,13.371
3758,254,52.56,13.443
3759,232,52.529,13.329
3760,264,52.551,13.347
3761,239,52.493,13.382
3762,242,52.551,13.406
3763,237,52.515,13.475
3764,226,52.48,13.36
3765,286,52.517,13.387
3766,292,52.518,13.401
3767,271,52.514,13.467
3768,219,52.548,13.415
3769,259,52.531,13.327
3770,304,52.471,13.45
3771,219,52.517,13.433
3772,261,52.489,13.45
3773,238,52.512,13.443
3774,267,52.527,13.451
3775,297,52.537,13.265
3776,292,52.501,13.398
3777,240,52.539,13.411
3778,205,52.501,13.314
3779,247,52.531,13.351
3780,278,52.491,13.434
3781,214,52.513,13.456
3782,232,52.516,13.436
3783,199,52.533,13.404
3784,216,52.485,13.381
3785,240,52.547,13.346
3786,191,52.462,13.339
3787,192,52.554,13.445
3788,180,52.497,13.467
3789,230,52.529,13.434
3790,180,52.521,13.483
3791,250,52.516,13.46
3792,204,52.517,13.319
3793,264,52.508,13.404
3794,208,52.505,13.404
3795,244,52.463,13.438
3796,227,52.529,13.318
3797,250,52.439,13.341
3798,249,52.489,13.395
3799,278,52.509,13.37
3800,194,52.469,13.37
3801,261,52.498,13.331
3802,289,52.513,13.417
3803,189,52.482,13.379
3804,248,52.47,13.423
3805,218,52.506,13.422
3806,233,52.558,13.372
3807,184,52.486,13.377
3808,246,52.541,13.44
3809,285,52.422,13.464
3810,241,52.522,13.447
3811,239,52.518,13.285
3812,253,52.534,13.425
3813,236,52.574,13.351
3814,246,52.509,13.4
3815,253,52.501,13.413
3816,225,52.535,13.352
3817,240,52.392,13.42
3818,186,52.452,13.333
3819,225,52.519,13.469
3820,292,52.523,13.4
3821,240,52.553,13.36
3822,268,52.513,13.408
3823,234,52.535,13.425
3824,195,52.498,13.335
3825,215,52.551,13.443
3826,249,52.514,13.337
3827,232,52.551,13.381
3828,174,52.557,13.358
3829,197,52.501,13.307
3830,294,52.456,13.511
3831,244,52.559,13.365
3832,240,52.423,13.481
3833,229,52.483,13.444
3834,211,52.461,13.461
3835,203,52.482,13.351
3836,216,52.519,13.289
3837,199,52.494,13.36
3838,209,52.506,13.325
3839,307,52.596,13.338
3840,195,52.517,13.466
3841,270,52.553,13.366
3842,234,52.569,13.403
3843,217,52.556,13.357
3844,224,52.49,13.449
3845,234,52.455,13.385
3846,220,52.52,13.312
3847,244,52.5,13.295
3848,252,52.517,13.445
3849,251,52.497,13.332
3850,252,52.509,13.456
3851,256,52.472,13.315
3852,220,52.509,13.327
3853,231,52.502,13.371
3854,232,52.505,13.343
3855,263,52.492,13.367
3856,338,52.456,13.382
3857,281,52.527,13.472
3858,267,52.505,13.468
3859,200,52.441,13.458
3860,231,52.539,13.415
3861,279,52.508,13.375
3862,267,52.423,13.396
3863,246,52.52,13.448
3864,251,52.439,13.389
3865,230,52.504,13.308
3866,228,52.567,13.402
3867,273,52.503,13.39
3868,240,52.532,13.431
3869,225,52.54,13.35
3870,260,52.549,13.366
3871,256,52.433,13.259
3872,263,52.502,13.477
3873,235,52.495,13.432
3874,270,52.519,13.339
3875,199,52.51,13.408
3876,209,52.465,13.416
3877,267,52.556,13.39
3878,272,52.548,13.428
3879,228,52.521,13.353
3880,250,52.525,13.443
3881,226,52.494,13.426
3882,247,52.469,13.436
3883,294,52.46,13.417
3884,143,52.502,13.319
3885,243,52.539,13.422
3886,199,52.467,13.33
3887,176,52.497,13.336
3888,282,52.513,13.438
3889,222,52.507,13.388
3890,226,52.549,13.421
3891,227,52.584,13.282
3892,265,52.499,13.461
3893,229,52.477,13.433
3894,172,52.479,13.451
3895,197,52.51,13.417
3896,210,52.502,13.31
3897,204,52.48,13.447
3898,239,52.511,13.394
3899,207,52.431,13.386
3900,248,52.465,13.442
3901,212,52.491,13.364
3902,270,52.537,13.476
3903,234,52.427,13.469
3904,199,52.55,13.358
3905,288,52.433,13.395
3906,234,52.551,13.373
3907,237,52.538,13.357
3908,337,52.514,13.418
3909,222,52.418,13.288
3910,248,52.555,13.345
3911,248,52.61,13.335
3912,233,52.524,13.48
3913,239,52.48,13.346
3914,187,52.506,13.327
3915,256,52.496,13.419
3916,318,52.454,13.513
3917,187,52.428,13.272
3918,238,52.547,13.408
3919,241,52.543,13.363
3920,240,52.474,13.321
3921,218,52.512,13.455
3922,206,52.542,13.44
3923,239,52.53,13.315
3924,194,52.5,13.3
3925,199,52.493,13.334
3926,246,52.502,13.353
3927,234,52.546,13.344
3928,224,52.563,13.403
3929,242,52.484,13.447
3930,253,52.574,13.35
3931,247,52.518,13.462
3932,241,52.481,13.442
3933,231,52.491,13.422
3934,210,52.463,13.373
3935,139,52.533,13.397
3936,263,52.389,13.416
3937,234,52.539,13.382
3938,196,52.52,13.313
3939,229,52.45,13.347
3940,269,52.498,13.312
3941,299,52.546,13.371
3942,281,52.531,13.484
3943,212,52.492,13.412
3944,239,52.507,13.389
3945,223,52.545,13.417
3946,238,52.497,13.366
3947,222,52.512,13.435
3948,201,52.433,13.536
3949,246,52.598,13.345
3950,263,52.463,13.445
3951,240,52.547,13.345
3952,196,52.49,13.402
3953,231,52.505,13.47
3954,345,52.476,13.466
3955,226,52.539,13.404
3956,189,52.493,13.43
3957,273,52.53,13.382
3958,283,52.545,13.184
3959,210,52.488,13.322
3960,168,52.552,13.441
3961,276,52.461,13.519
3962,212,52.399,13.392
3963,217,52.472,13.32
3964,303,52.505,13.385
3965,143,52.378,13.416
3966,253,52.508,13.475
3967,287,52.52,13.386
3968,261,52.572,13.438
3969,226,52.484,13.392
3970,192,52.554,13.401
3971,219,52.504,13.345
3972,206,52.513,13.291
3973,541,52.365,13.51
3974,218,52.533,13.423
3975,270,52.526,13.331
3976,264,52.502,13.427
3977,256,52.542,13.365
3978,219,52.498,13.448
3979,214,52.525,13.312
3980,229,52.47,13.385
3981,287,52.508,13.372
3982,194,52.51,13.318
3983,235,52.567,13.384
3984,231,52.51,13.278
3985,212,52.513,13.446
3986,265,52.483,13.446
3987,231,52.524,13.329
3988,315,52.504,13.399
3989,250,52.525,13.338
3990,208,52.504,13.387
3991,253,52.427,13.447
3992,284,52.394,13.127
3993,215,52.517,13.436
3994,255,52.507,13.289
3995,225,52.5,13.329
3996,188,52.523,13.325
3997,266,52.539,13.372
3998,353,52.527,13.35
3999,290,52.504,13.351
4000,217,52.501,13.425
4001,247,52.548,13.426
4002,159,52.465,13.439
4003,258,52.553,13.4
4004,229,52.507,13.298
4005,216,52.5,13.32
4006,208,52.489,13.346
4007,204,52.499,13.366
4008,201,52.476,13.341
4009,213,52.499,13.296
4010,252,52.553,13.378
4011,257,52.568,13.33
4012,221,52.464,13.437
4013,256,52.557,13.366
4014,283,52.507,13.346
4015,235,52.558,13.396
4016,230,52.546,13.417
4017,207,52.544,13.442
4018,190,52.501,13.459
4019,144,52.393,13.407
4020,308,52.493,13.458
4021,228,52.533,13.473
4022,228,52.545,13.399
4023,162,52.393,13.028
4024,183,52.491,13.334
4025,226,52.443,13.457
4026,237,52.502,13.335
4027,225,52.489,13.347
4028,226,52.502,13.421
4029,276,52.547,13.369
4030,236,52.499,13.392
4031,296,52.605,13.36
4032,243,52.519,13.299
4033,223,52.569,13.362
4034,250,52.463,13.476
4035,249,52.49,13.331
4036,308,52.444,13.375
4037,239,52.522,13.349
4038,251,52.525,13.197
4039,214,52.504,13.434
4040,220,52.483,13.363
4041,201,52.499,13.323
4042,207,52.498,13.308
4043,222,52.524,13.426
4044,209,52.505,13.314
4045,209,52.481,13.456
4046,272,52.532,13.335
4047,279,52.479,13.352
4048,146,52.469,13.312
4049,194,52.49,13.319
4050,185,52.503,13.418
4051,236,52.52,13.392
4052,239,52.566,13.401
4053,231,52.55,13.373
4054,236,52.525,13.345
4055,241,52.521,13.446
4056,148,52.444,13.356
4057,209,52.481,13.362
4058,255,52.558,13.395
4059,286,52.523,13.369
4060,245,52.499,13.403
4061,229,52.447,13.315
4062,229,52.519,13.387
4063,254,52.549,13.505
4064,258,52.553,13.408
4065,276,52.511,13.383
4066,215,52.502,13.326
4067,272,52.489,13.453
4068,233,52.487,13.319
4069,167,52.501,13.295
4070,231,52.549,13.376
4071,215,52.531,13.395
4072,208,52.509,13.32
4073,255,52.535,13.436
4074,166,52.568,13.353
4075,284,52.556,13.383
4076,271,52.458,13.449
4077,262,52.48,13.304
4078,217,52.568,13.374
4079,211,52.51,13.291
4080,208,52.571,13.374
4081,246,52.529,13.344
4082,226,52.563,13.346
4083,245,52.465,13.432
4084,281,52.526,13.422
4085,197,52.517,13.465
4086,210,52.512,13.308
4087,238,52.516,13.292
4088,247,52.485,13.335
4089,212,52.394,13.411
4090,213,52.509,13.45
4091,216,52.554,13.446
4092,238,52.529,13.376
4093,220,52.587,13.341
4094,285,52.526,13.391
4095,213,52.52,13.496
4096,220,52.479,13.36
4097,250,52.548,13.388
4098,188,52.529,13.302
4099,234,52.502,13.334
4100,223,52.508,13.428
4101,206,52.47,13.298
4102,187,52.386,13.108
4103,275,52.422,13.371
4104,247,52.458,13.376
4105,258,52.557,13.376
4106,313,52.475,13.464
4107,177,52.519,13.275
4108,153,52.493,13.357
4109,185,52.516,13.466
4110,250,52.511,13.465
4111,221,52.568,13.379
4112,239,52.545,13.362
4113,255,52.428,13.469
4114,246,52.544,13.378
4115,216,52.488,13.386
4116,254,52.513,13.473
4117,155,52.5,13.327
4118,293,52.525,13.366
4119,296,52.477,13.479
4120,227,52.534,13.343
4121,215,52.495,13.356
4122,206,52.609,13.338
4123,217,52.495,13.431
4124,228,52.533,13.337
4125,252,52.544,13.368
4126,230,52.503,13.484
4127,196,52.399,13.391
4128,251,52.554,13.411
4129,217,52.484,13.448
4130,179,52.492,13.351
4131,219,52.465,13.486
4132,290,52.47,13.422
4133,236,52.521,13.455
4134,226,52.513,13.336
4135,210,52.506,13.427
4136,212,52.521,13.452
4137,242,52.464,13.44
4138,277,52.391,13.401
4139,261,52.391,13.095
4140,235,52.513,13.425
4141,317,52.444,13.376
4142,235,52.451,13.27
4143,222,52.544,13.424
4144,284,52.492,13.459
4145,215,52.521,13.486
4146,283,52.514,13.47
4147,233,52.398,13.406
4148,232,52.533,13.33
4149,176,52.512,13.289
4150,225,52.552,13.415
4151,121,52.539,13.356
4152,244,52.531,13.35
4153,264,52.503,13.351
4154,241,52.394,13.42
4155,181,52.495,13.436
4156,247,52.426,13.474
4157,141,52.394,13.036
4158,177,52.517,13.442
4159,224,52.49,13.325
4160,173,52.564,13.376
4161,278,52.468,13.489
4162,247,52.514,13.315
4163,203,52.492,13.379
4164,195,52.53,13.351
4165,208,52.507,13.296
4166,197,52.519,13.306
4167,279,52.481,13.372
4168,246,52.529,13.445
4169,267,52.575,13.332
4170,249,52.483,13.407
4171,243,52.519,13.429
4172,212,52.499,13.412
4173,238,52.502,13.312
4174,187,52.469,13.328
4175,265,52.484,13.431
4176,228,52.525,13.305
4177,198,52.458,13.425
4178,212,52.523,13.315
4179,218,52.506,13.346
4180,182,52.429,13.515
4181,257,52.545,13.349
4182,255,52.49,13.429
4183,192,52.506,13.299
4184,210,52.52,13.433
4185,200,52.498,13.352
4186,214,52.508,13.483
4187,214,52.511,13.294
4188,223,52.546,13.424
4189,189,52.51,13.418
4190,219,52.51,13.323
4191,211,52.54,13.385
4192,215,52.527,13.478
4193,219,52.489,13.386
4194,217,52.533,13.435
4195,190,52.519,13.447
4196,265,52.558,13.444
4197,228,52.466,13.33
4198,220,52.503,13.417
4199,212,52.552,13.417
4200,245,52.497,13.355
4201,274,52.5,13.398
4202,210,52.577,13.308
4203,204,52.549,13.362
4204,238,52.538,13.428
4205,262,52.527,13.449
4206,364,52.518,13.377
4207,191,52.502,13.456
4208,240,52.464,13.428
4209,176,52.505,13.298
4210,205,52.506,13.441
4211,206,52.418,13.505
4212,194,52.505,13.415
4213,245,52.47,13.429
4214,232,52.58,13.343
4215,177,52.495,13.339
4216,216,52.504,13.418
4217,193,52.538,13.419
4218,181,52.491,13.292
4219,279,52.563,13.326
4220,204,52.535,13.382
4221,245,52.481,13.44
4222,268,52.464,13.448
4223,229,52.495,13.335
4224,252,52.463,13.475
4225,293,52.468,13.428
4226,223,52.514,13.425
4227,248,52.554,13.385
4228,275,52.534,13.438
4229,267,52.497,13.417
4230,267,52.483,13.386
4231,289,52.461,13.52
4232,278,52.504,13.341
4233,214,52.473,13.48
4234,219,52.481,13.43
4235,208,52.442,13.316
4236,265,52.531,13.519
4237,229,52.553,13.361
4238,251,52.507,13.369
4239,286,52.518,13.388
4240,200,52.466,13.475
4241,175,52.549,13.402
4242,215,52.512,13.314
4243,175,52.464,13.323
4244,206,52.392,13.095
4245,191,52.46,13.376
4246,219,52.518,13.287
4247,224,52.507,13.323
4248,232,52.554,13.347
4249,221,52.461,13.377
4250,218,52.488,13.37
4251,213,52.47,13.431
4252,216,52.484,13.339
4253,251,52.547,13.367
4254,321,52.596,13.355
4255,227,52.498,13.408
4256,190,52.449,13.315
4257,226,52.533,13.333
4258,216,52.476,13.338
4259,218,52.514,13.441
4260,189,52.495,13.399
4261,204,52.501,13.304
4262,191,52.518,13.293
4263,206,52.541,13.423
4264,189,52.553,13.388
4265,194,52.487,13.322
4266,195,52.463,13.326
4267,305,52.539,13.604
4268,229,52.536,13.403
4269,247,52.484,13.374
4270,225,52.545,13.415
4271,212,52.529,13.386
4272,210,52.492,13.431
4273,184,52.473,13.337
4274,225,52.532,13.343
4275,233,52.547,13.403
4276,255,52.489,13.261
4277,194,52.509,13.416
4278,230,52.437,13.447
4279,184,52.496,13.335
4280,283,52.455,13.51
4281,234,52.493,13.393
4282,178,52.542,13.418
4283,213,52.473,13.329
4284,145,52.536,13.275
4285,211,52.517,13.292
4286,190,52.51,13.314
4287,239,52.533,13.327
4288,210,52.493,13.365
4289,242,52.517,13.392
4290,294,52.524,13.395
4291,222,52.544,13.355
4292,246,52.565,13.403
4293,145,52.537,13.405
4294,207,52.512,13.473
4295,207,52.521,13.437
4296,248,52.486,13.452
4297,228,52.445,13.455
4298,259,52.548,13.202
4299,213,52.553,13.406
4300,269,52.522,13.409
4301,229,52.455,13.509
4302,211,52.512,13.313
4303,189,52.51,13.448
